"fiscal_year","agency_name","title_description","work_location_borough","pay_basis","regular_hours","regular_gross_paid","ot_hours","total_ot_paid","total_other_pay"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1120.00","27170.32","32","2277.56","3484.48"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","62580.80","184","8274.54","3484.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","45","2110.10","3484.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","50538.55","93","3766.80","3485.70"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","40726.32","227","7633.55","3486.07"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","152.5","7181.42","3486.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","323.75","15162.26","3486.72"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","QUEENS","per Annum","1337.00","31357.93","52.75","1502.11","3487.12"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","QUEENS","per Annum","2080.00","75836.07","527.75","29133.60","3487.27"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BRONX","per Annum","2080.00","64877.80","104.25","5162.75","3487.65"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR-AL II & III","QUEENS","per Annum","1915.00","60983.52","78.25","2648.48","3487.78"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","RICHMOND","per Annum","2080.00","84551.24","98.25","6391.23","3487.85"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1841.15","31011.21","136.75","3738.71","3488.26"
"2024","NYC HOUSING AUTHORITY","HOUSING MANAGER","MANHATTAN","per Annum","1820.00","94707.47","484.75","28992.02","3488.28"
"2024","NYC HOUSING AUTHORITY","SECRETARY","BRONX","per Annum","1820.00","45585.17","0","0.00","3488.53"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","96960.85","55.5","6371.40","3488.61"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BROOKLYN","per Annum","2080.00","64689.21","221","11245.78","3489.44"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2000.00","27656.39","232.75","6407.39","3490.42"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","BRONX","per Annum","1820.00","87195.18","0","25.84","3491.13"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1962.00","33474.07","193.5","5551.18","3491.39"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","314.25","14562.93","3491.80"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","62580.80","105.5","4777.72","3491.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","30869.17","132.75","3581.83","3492.01"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","QUEENS","per Day","1820.00","75744.00","1392.75","86696.70","3492.09"
"2024","NYC HOUSING AUTHORITY","ASBESTOS HANDLER","QUEENS","per Annum","1920.00","78647.76","290","17847.89","3492.36"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","1992.00","59216.22","98.25","4584.44","3492.38"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1560.00","25511.76","133.25","3771.28","3493.10"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1345.00","26486.65","155.75","4390.27","3493.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","720","8991.83","131.5","3645.66","3493.14"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","BRONX","per Day","1820.00","77574.78","357.5","24698.64","3493.20"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","MANHATTAN","per Day","1820.00","75744.00","423","26242.29","3493.20"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","BRONX","per Day","1820.00","75744.00","424.25","26409.33","3493.20"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","MANHATTAN","per Day","1820.00","89192.77","532","36999.40","3493.20"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","MANHATTAN","per Day","1820.00","75744.00","1046.50","65171.75","3493.20"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","39396.78","211.5","6778.27","3493.53"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","62101.12","53.75","2417.16","3493.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","187","8681.96","3493.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","1661.72","43841.94","67.25","2806.86","3493.93"
"2024","NYC HOUSING AUTHORITY","EXECUTIVE AGENCY COUNSEL","MANHATTAN","per Annum","1820.00","176218.88","0","0.00","3494.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","32745.68","83.25","2337.81","3496.02"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","25404.67","20.25","733.69","3496.60"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1192.00","22934.80","119.5","4860.96","3496.68"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","712","21568.10","129","5880.38","3496.78"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","BROOKLYN","per Annum","1820.00","88359.04","0","0.00","3497.40"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","MANHATTAN","per Annum","1820.00","129812.57","0","0.00","3497.40"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","MANHATTAN","per Annum","1820.00","106777.68","0","13.44","3497.40"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","60524.69","177.25","7517.65","3499.78"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE STAFF ANALYST","MANHATTAN","per Annum","1820.00","94058.64","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","EXECUTIVE AGENCY COUNSEL","MANHATTAN","per Annum","1820.00","108106.12","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE PROJECT MANAGER","QUEENS","per Annum","1820.00","127049.97","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE CLAIM EXAMINER","MANHATTAN","per Annum","1820.00","145924.87","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","COORDINATOR, TENANT PATROL","MANHATTAN","per Annum","1820.00","167644.07","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","MANHATTAN","per Annum","1820.00","235541.15","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE LABOR RELATIONS ANALYST","MANHATTAN","per Annum","1820.00","241811.45","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE STAFF ANALYST","MANHATTAN","per Annum","1820.00","294928.47","0","0.00","3500.00"
"2024","NYC HOUSING AUTHORITY","CONFIDENTIAL INVESTIGATOR","MANHATTAN","per Annum","1820.00","116791.24","3","204.00","3500.00"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE LABOR RELATIONS ANALYST","MANHATTAN","per Annum","1820.00","128139.25","85.25","6916.37","3500.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1472.00","24506.05","198.5","5484.77","3500.10"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","62310.98","47.5","2136.10","3500.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","58901.25","294.25","13109.38","3500.56"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","66993.31","59.25","2160.29","3500.71"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","35.75","1659.27","3500.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","93","4307.87","3500.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","206.5","9573.91","3500.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36693.65","117.5","3251.10","3502.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","RICHMOND","per Annum","2080.00","34940.71","148","4075.39","3502.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1920.00","33946.45","287","7932.95","3502.26"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","71603.78","67.5","3157.00","3502.39"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR","QUEENS","per Annum","2080.00","45455.80","17.25","578.97","3502.42"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BROOKLYN","per Day","1820.00","83720.42","232","14371.81","3504.80"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","71603.78","88","3986.55","3504.87"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","44882.22","221","8816.56","3505.23"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","MANHATTAN","per Annum","1820.00","95320.43","0","0.00","3505.64"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36680.48","272.5","7642.90","3506.49"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36537.93","229.5","6463.52","3507.10"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","2080.00","71823.21","389.5","21914.24","3507.32"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","140","6787.70","3507.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","64303.15","197.5","9161.07","3507.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65763.96","221.75","10518.50","3507.87"
"2024","NYC HOUSING AUTHORITY","COMMUNITY ASSOCIATE","QUEENS","per Annum","777","27554.46","0","0.00","3507.98"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","BROOKLYN","per Annum","490","23473.96","0","104.75","3508.42"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","153","7116.21","3508.50"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","1080.00","32932.82","70.5","3267.41","3508.78"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","56038.98","86","3034.06","3509.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1640.00","27916.07","137.75","3785.24","3509.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1472.00","21419.57","140.75","3860.97","3509.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36220.66","232.5","6488.90","3509.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","50189.12","311.25","12590.84","3510.22"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","39201.05","22","691.54","3511.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1720.00","27293.50","156.25","4348.64","3511.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","36549.61","245","6981.14","3512.09"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1518.85","21323.73","64","2020.89","3512.33"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PAINTER","MANHATTAN","per Day","1820.00","110812.37","0","492.10","3512.53"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","45638.85","192.75","7134.82","3512.98"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","35474.26","181.75","5116.35","3514.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1960.00","34170.43","229.5","6283.11","3514.10"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","62580.80","167.5","7565.87","3514.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","49.25","2301.95","3514.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","162.75","7552.41","3514.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","244","11395.82","3514.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65012.04","23","1075.02","3515.06"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","229.75","9479.76","3515.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1672.00","26694.94","224.25","6151.47","3516.26"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","27843.83","137","3789.57","3516.33"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","88999.54","62.75","5064.29","3516.39"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","89507.60","279","20569.83","3516.39"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","96960.85","669.5","50478.49","3516.39"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","88819.08","142.75","10530.80","3516.40"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1750.00","87786.30","155.25","11446.75","3516.40"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1823.00","89719.49","223.25","16451.17","3516.40"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","MANHATTAN","per Annum","2080.00","85870.12","526.5","32032.18","3516.47"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","36126.49","273","8316.23","3516.83"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1600.00","26450.11","164","4508.04","3516.91"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","34604.91","158.25","4347.27","3517.34"
"2024","NYC HOUSING AUTHORITY","COMMUNITY COORDINATOR","MANHATTAN","per Annum","1876.00","84733.88","0","0.00","3517.47"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","54208.21","223.25","8051.76","3517.56"
"2024","NYC HOUSING AUTHORITY","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549","QUEENS","per Annum","1820.00","83210.99","0","0.00","3517.63"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","40429.38","221","8357.94","3517.80"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1950.00","34762.66","157.75","4370.56","3518.08"
"2024","NYC HOUSING AUTHORITY","ROOFER","BROOKLYN","per Day","1820.00","105503.97","166","13988.88","3518.80"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","333","15547.80","3519.46"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","63937.02","97.25","4483.15","3519.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","36346.13","239.25","6795.58","3519.82"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1440.00","20549.27","142.75","3894.77","3520.01"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2035.48","32959.28","263","7461.40","3520.73"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","35689.79","258.5","7246.46","3520.77"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","36003.28","301.75","8427.76","3521.10"
"2024","NYC HOUSING AUTHORITY","ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER","QUEENS","per Annum","1820.00","139596.80","0","0.00","3521.19"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","62580.80","203","9128.95","3521.56"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","208.5","9793.89","3521.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","49118.10","102.75","4243.39","3522.29"
"2024","NYC HOUSING AUTHORITY","ASBESTOS HANDLER","QUEENS","per Annum","2080.00","89623.81","377.25","24475.11","3522.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","41978.37","303.5","12515.58","3522.36"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","840","8182.99","15.5","575.38","3522.40"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","42979.15","196","8105.95","3523.23"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52012.45","131.5","5422.78","3523.30"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR II SOCIAL WORK","BRONX","per Annum","1820.00","88699.77","0","0.00","3523.66"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","47796.82","207","7993.40","3523.71"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","BROOKLYN","per Day","1645.00","68249.10","399.25","24812.66","3524.03"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","62580.80","97.5","4277.18","3525.80"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PLASTERER","MANHATTAN","per Day","2080.00","130929.04","257.5","29254.99","3526.58"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","63454.04","149","6804.60","3526.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1760.00","31321.59","241.25","7062.78","3528.53"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","60497.19","234.5","10415.64","3528.56"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","490","16311.12","0","0.00","3529.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52081.57","255","10352.67","3530.07"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","RICHMOND","per Annum","2080.00","72975.34","244.75","13779.70","3532.50"
"2024","NYC HOUSING AUTHORITY","PAINTER","BROOKLYN","per Day","1820.00","95883.55","293","23603.10","3532.59"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1920.00","24159.50","111","4805.68","3533.01"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","BRONX","per Annum","1820.00","84379.74","114.5","5490.37","3534.77"
"2024","NYC HOUSING AUTHORITY","PLASTERER","MANHATTAN","per Day","2080.00","125734.01","306","33039.82","3535.74"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","MANHATTAN","per Day","1820.00","84720.65","248.25","14610.38","3535.83"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","53635.65","174","7262.86","3536.16"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","141566.80","451.5","52659.51","3536.24"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","48028.44","233.25","9634.03","3536.51"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","48028.12","288.25","11667.60","3536.56"
"2024","NYC HOUSING AUTHORITY","ASBESTOS HANDLER","QUEENS","per Annum","2080.00","93822.12","383.75","26079.23","3537.12"
"2024","NYC HOUSING AUTHORITY","ASBESTOS HANDLER","QUEENS","per Annum","2080.00","93822.12","537","35691.10","3537.12"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1400.00","23665.10","199","5469.28","3537.26"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC HELPER","MANHATTAN","per Day","2080.00","76960.00","499.75","32550.75","3537.80"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","50777.08","175.75","7445.13","3537.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1720.00","28308.83","168.25","4599.89","3538.34"
"2024","NYC HOUSING AUTHORITY","ADMIN COMMUNITY RELATIONS SPECIALIST","MANHATTAN","per Annum","1820.00","152426.98","0","0.00","3538.50"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","63883.43","162","7281.47","3538.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","41232.45","152.25","5909.07","3539.16"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","53750.64","28","922.18","3539.48"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE INVESTIGATOR","MANHATTAN","per Annum","1750.00","61458.56","0","0.00","3539.89"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1365.00","39660.00","0","0.00","3540.06"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","1569.25","42734.29","133.75","5899.08","3540.75"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","0","1193.63","0","0.00","3541.07"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1752.00","26221.54","159.75","4303.85","3541.55"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","34231.46","171.25","4704.35","3542.10"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2040.00","34192.64","245.25","6640.10","3542.10"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","64793.92","118","5574.46","3542.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","800","24206.40","111","5081.34","3543.12"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","MANHATTAN","per Annum","1176.00","70661.38","18","992.06","3543.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","34957.29","248","6983.92","3544.66"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","219.75","10087.56","3545.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","39450.28","157","4925.12","3546.23"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","760","15071.11","105","4554.45","3546.54"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","MANHATTAN","per Annum","2080.00","71516.22","174","9358.16","3547.31"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","49901.87","149.5","6268.33","3547.43"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36645.65","249","7156.77","3547.82"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","96960.85","997.5","77142.04","3548.24"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","MANHATTAN","per Day","1820.00","78555.89","673.25","57553.49","3548.73"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","77997.78","685","58752.17","3548.73"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","96960.85","443","34615.08","3548.79"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR","QUEENS","per Annum","2080.00","50364.65","220.75","8617.78","3549.19"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","47616.61","169.5","6995.27","3549.22"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1820.00","95798.50","277","22030.33","3549.27"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","32233.95","191.5","5575.62","3549.57"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1152.00","19343.16","145","4038.57","3549.72"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1672.00","24752.63","139.25","3858.30","3550.20"
"2024","NYC HOUSING AUTHORITY","EXECUTIVE AGENCY COUNSEL","MANHATTAN","per Annum","1820.00","123769.85","0","0.00","3550.42"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52270.66","269.25","11121.46","3554.01"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","36830.45","215.75","6650.86","3556.07"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","65335.90","149","6891.84","3556.36"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BRONX","per Day","2080.00","65043.20","224.25","10474.85","3556.72"
"2024","NYC HOUSING AUTHORITY","CONFIDENTIAL INVESTIGATOR","MANHATTAN","per Annum","1820.00","108409.95","0","0.00","3557.75"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","37483.79","264.25","7774.41","3557.77"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1853.10","36927.12","116.25","4921.61","3557.95"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1036.50","19793.40","73.75","2504.28","3558.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2000.00","35246.84","184.75","6062.04","3559.00"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","69195.78","78.75","3873.05","3559.73"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1824.00","34294.32","338.25","10330.27","3560.20"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1908.00","27693.91","272.75","7658.44","3561.48"
